sundanese:0 "Sundanese"
wes_administrative_assimilation_of_rheinlanders:0 "Assimilation of the Rhenish People"
wes_taxation:0 "Tax Reforms"
wes_enlightenment:0 "Religious Toleration"
wes_cities_of_the_rhineland:0 "Cities of the Rhineland"
SWA_ideas:0 "Swabian Ideas"
swa_decentralisation:0 "Swabian Decentralization"
swa_free_cities:0 "Land of the Free Cities"
swa_swabian_league:0 "The Swabian League"
swa_stinginess:0 "A Miserly People"
swa_hohenstaufen_emperors:0 "Memory of the Hohenstaufen"
swa_barbarossas_legacy:0 "Barbarossa's Legacy"
BRU_ideas:0 "Brunswicker Ideas"
bru_welfian_dynasty:0 "The Welfian Dynasty"
bru_residenzstadt_wolfenbuttel:0 "Residenzstadt Wolfenbüttel"
bru_herzog_august_bibliothek:0 "Herzog August Library"
bru_trade_guilds:0 "Brunswicker Guilds"
bru_leibnitz_lessing:0 "Leibnitz and Lessing"
bru_schwarze_schar:0 "The Black Brunswickers"
LUN_ideas:0 "Lüneburger Ideas"
lun_hansa_contacts:0 "Hanseatic Contacts"
lun_staple_rights:0 "Staple Rights"
lun_adroit_diplomacy:0 "Adroit Diplomacy"
lun_dynastic_play:0 "Dynastic Branches"
lun_lionhearted:0 "Lionhearted"
ULM_ideas:0 "Ulmer Ideas"
ulm_grosser_schwoerbrief:0 "Großer Schwörbrief"
ulm_swabian_league:0 "Schwäbischer Bund"
ulm_german_realism:0 "Birthplace of German Realism"
ulm_duerer_fort:0 "Dürer's Fortifications"
ulm_textile_trade:0 "Ulmer Textile Trade"
ulm_swiss_mercs:0 "Enlist the Swiss Mercenaries"
ulm_minster:0 "Finish the Ulm Minster"
AUG_ideas:0 "Augsburger Ideas"
aug_augusta_vindelicorum:0 "Augusta Vindelicorum"
aug_afra_ulrich:0 "Home of Saint Afra and Saint Ulrich"
aug_hans_holbein:0 "Birthplace of Hans Holbein the Younger"
aug_fugger_welser:0 "The Fugger"
aug_elias_holl:0 "Elias Holl's Buildings"
aug_religionsfrieden:0 "Augsburger Religionsfriede"
aug_textile_industry:0 "Augsburg's Textile Industry"
FRN_ideas:0 "Frankfurter Ideas"
frn_buchmesse:0 "Establish the Buchmesse"
frn_stock_exchange:0 "Standardization of Exchange Rates"
frn_postzeitung:0 "Frankfurter Postzeitung"
frn_imperial_elections:0 "Seat of Imperial Elections and Coronations"
frn_cultural_center:0 "Civil Cultural Centre"
frn_sausages:0 "Frankfurter Würstchen"
frn_freie_stadt:0 "Freie Stadt Frankfurt"
KOL_ideas:0 "Colognian Ideas"
kol_pursuit_of_unity:0 "The Pursuit of Territorial Unity"
kol_archchancellor_of_italy:0 "Archicancellarius per Italiam"
kol_hanseatic_city:0 "Hanseatic Trade City"
kol_prime_minister:0 "Prime Minister of Cologne"
kol_pivotal_ecclesiastic_territory:0 "Pivotal Ecclesiastic Territory"
kol_shifting_alliances:0 "Shifting Alliances"
kol_order_of_saint_michael:0 "Order of St. Michael"
MAI_ideas:0 "Mainzian Ideas"
mai_archchancellor_of_germany:0 "Archicancellarius per Germaniam"
mai_center_of_religious_learning:0 "Center of Religious Learning"
mai_saint_hildegard:0 "Saint Hildegard of Bingen"
mai_weck_worscht_woi:0 "Weck, Worscht & Woi"
mai_perpetual_privy_council:0 "Perpetual Privy Council"
mai_rhine_fortress:0 "The Guard of the Rhine"
mai_fifth_season:0 "The Fifth Season"
por_royal_military_academy:0 "Royal Academy of Fortification, Artillery and Drawing"
TRI_ideas:0 "Trierian Ideas"
tri_crusader_past:0 "Crusader Past"
tri_university_of_trier:0 "University of Trier"
tri_archchancellor_of_gaul:0 "Archicancellarius per Galliam"
tri_landesburgen:0 "Landesburgen"
tri_seamless_robe_of_jesus:0 "The Seamless Robe of Jesus"
tri_prum_abbey:0 "Prüm Abbey"
tri_domkapitel:0 "Influence of the Domkapitel"
DAL:0 "Dalmatia"
TTL_ideas:0 "Three Leagues Ideas"
ttl_league_system:0 "The League System"
ttl_gods_house:0 "The League of God's House"
ttl_grey_league:0 "The Grey League"
ttl_league_of_ten:0 "The League of Ten"
ttl_independent_cities:0 "Independent Cities"
ttl_economic_league:0 "An Economic League"
ttl_expanding_league:0 "Expanding the Leagues"
teutonic_legacy:0 "Legacy of the Teutonic Knights"
soldier_king:0 "The Soldier-King of Prussia"
BRA_ideas:0 "Brandenburg Ideas"
northern_march:0 "Northern March"
bra_pomeranian_wars:0 "Pomeranian Wars"
seat_of_the_old_emperors:0 "Seat of the Old Emperors"
iron_tooth:0 "Iron Tooth"
margrave_council:0 "Geheimer Rat für die Kurmark"
GNV_ideas:0 "Genevan Ideas"
gnv_grand_council:0 "The Grand Council"
gnv_neutral_grounds:0 "Neutral Grounds"
gnv_home_of_calvin:0 "The Home of John Calvin"
gnv_spiritual_leader:0 "Spiritual Leader of Geneva"
gnv_calvins_laws:0 "Calvin's Laws"
gnv_unconquerable_city:0 "Unconquerable City"
gnv_armed_neutrality:0 "Armed Neutrality"
FER_ideas:0 "Ferraran Ideas"
FER_papal:0 "Papal Recognition"
FER_culture:0 "Center of Culture"
FER_alfonso:0 "Alfonso I's Reforms"
FER_margrave_of_este:0 "Margraves of Este"
FER_resisting_venice:0 "Resisting Venetian Control"
FER_este_castle:0 "Este Castle"
FER_ferraran_arsenal:0 "The Ferraran Arsenal"
URB_ideas:0 "Urbinate Ideas"
URB_italian_wars:0 "The Italian Wars"
URB_condot_kings:0 "Condottiere Kings"
URB_ducal_palace:0 "The Ducal Palace of Urbino"
URB_humanist_court:0 "A Humanist Court"
URB_book_of_courtier:0 "The Book of the Courtier"
URB_papal_loyalty:0 "Papal Loyalty"
URB_light_of_italy:0 "The Light of Italy"
BLG_ideas:0 "Bolognese Ideas"
BLG_etruscan:0 "Etruscan Origins"
BLG_bentivoglio:0 "Bentivoglio Family"
BLG_papal_rebellion:0 "Rebellion Against the Papacy"
BLG_la_grassa:0 "La Grassa"
BLG_la_rossa:0 "La Rossa"
BLG_la_turrita:0 "La Turrita"
BLG_la_dotta:0 "La Dotta"
MAN_ideas:0 "Mantuan Ideas"
MAN_free_city:0 "Free Imperial City of Mantua"
MAN_studiolo:0 "The Countess's Studiolo"
MAN_noble_clergy:0 "Noble Clergymen"
MAN_walls:0 "Gonzaga's Walls"
MAN_soldiers:0 "Soldiers for Protection"
MAN_royal_ties:0 "Mantuan Royal Ties"
MAN_mercenary_princes:0 "Mercenary Princes"
PGA_ideas:0 "Perugian Ideas"
PGA_herculanus:0 "Saint Herculanus"
PGA_umbrian_hegemony:0 "Umbrian Hegemony"
PGA_five_conclaves:0 "Meeting of the Five Conclaves"
PGA_signoria:0 "Perugian Signoria"
PGA_heartbeat_of_christianity:0 "Heartbeat of Christianity"
PGA_war_of_eight_saints:0 "The War of the Eight Saints"
PGA_baglioni_dream:0 "The Baglioni Dream"
SZO_ideas:0 "Saluzzo Ideas"
SZO_golden_age:0 "The Saluzzo Golden Age"
SZO_rich_mountain:0 "The Rich Mountains of Saluzzo"
SZO_marquisate:0 "Marquisate"
SZO_alpine_engineering:0 "Alpine Engineering"
SZO_key_to_italy:0 "The Key to the House of Italy"
SZO_chiesa_san_giovanni:0 "Chiesa San Giovanni"
SZO_mint:0 "The Marquis Mint"
MFA_ideas:0 "Montferrat Ideas"
MFA_kings_and_emperors:0 "Cousins to Kings and Emperors"
MFA_fertile_mountain:0 "The Rich and Fertile Mountain"
MFA_frontier:0 "The Italian Frontier"
MFA_savoyard_loyalty:0 "Savoyard Loyalty"
MFA_apennine:0 "Apennine Campaigns"
MFA_crossroads_of_powers:0 "Crossroad of Powers"
MFA_byzantine_claimants:0 "Last Claimants of Byzantium"
SIE_ideas:0 "Sienese Ideas"
SIE_council_priori:0 "The Council of Priori"
SIE_lordship:0 "Siena Lordship"
SIE_bank:0 "The Bank of Siena"
SIE_perseverance:0 "Sienese Perseverance"
SIE_artists:0 "Sienese School of Painting"
SIE_saints_of_siena:0 "The Saints of Siena"
SIE_peoples_republic:0 "The People's Republic"
LUC_ideas:0 "Luccan Ideas"
LUC_mending_schisms:0 "Mending the Papal Schisms"
LUC_libertas:0 "Libertas!"
LUC_draining_the_lake:0 "Draining Lago di Bientina"
LUC_naval_ambitions:0 "Luccan Naval Ambitions"
LUC_captain_of_people:0 "The Captain of the People"
LUC_black_party:0 "The Black Party"
LUC_jacobin_state:0 "The Jacobin State of Lucca"
VRN_ideas:0 "Veronese Ideas"
VRN_three_households:0 "Three Households Alike in Dignity"
VRN_fair_verona:0 "In Fair Verona"
VRN_ancient_grudge:0 "Ancient Grudge"
VRN_civil_blood_and_civil_hands:0 "Civil Blood and Civil Hands"
VRN_ending_the_strife:0 "Ending the Strife"
VRN_some_shall_be_punished:0 "Some Shall Be Pardoned, Some Punished"
VRN_a_tale_of_woe:0 "For Never Was There a Tale of More Woe"
DAL_ideas:0 "Dalmatian Ideas"
DAL_kingdom_of_dalmatia:0 "Kingdom of Dalmatia"
DAL_principalities:0 "The Dalmatian Principalities"
DAL_language:0 "The Dalmatian Language"
DAL_art_and_lit:0 "Center of Art and Literature"
DAL_independent_army:0 "Dalmatian Independent Army"
DAL_arsenal:0 "The Independent Arsenal"
DAL_illyria:0 "Legacy of Illyria"
SAR_ideas:0 "Sardinian Ideas"
SAR_judicate:0 "From the Judicate"
SAR_papal_restoration:0 "Papal Restoration"
SAR_viceroyalty:0 "The Sardinian Viceroyalty"
SAR_and_COR:0 "The Crown of Sardinia and Corsica"
SAR_piedmontese_ambition:0 "Piedmontese Ambition"
SAR_cathedrals:0 "Island of Cathedrals"
SAR_saint_maurice:0 "The Order of Saint Maurice"
COR_ideas:0 "Corsican Ideas"
COR_unblinded_moor:0 "The Unblinded Moor"
COR_battle_of_meloria:0 "The Battle of Meloria"
COR_league:0 "The Corsican League"
COR_iron_bank:0 "The Bank of Saint George"
COR_constitution:0 "The Corsican Constitution"
COR_home_of_the_revolution:0 "True Home of the Revolution"
RVA_ideas:0 "Dortmund Ideas"
RVA_from_ashes:0 "From the Ashes"
RVA_meeting_of_bishops_and_emperors:0 "Meeting Place of Bishops and Emperors"
RVA_chief_city:0 "Chief City of the Rhine"
RVA_emperors_favor:0 "The Emperor's Favorite"
RVA_moneylending:0 "Dortmund Moneylending Families"
RVA_fortmund:0 "Fortmund"
RVA_reinoldikirche:0 "Reinoldikirche"
MBZ_ideas:0 "Bregenzer Ideas"
MBZ_lady_of_bregenz:0 "Lady of Bregenz"
MBZ_securing_countess_rule:0 "Securing the Countess's Rule"
MBZ_saint_gebhard:0 "Saint Gebhard"
MBZ_resisting_habsburgs:0 "Resisting Habsburg Hegemony"
MBZ_sale_of_titles:0 "The Sale of Bregenz Titles"
MBZ_shadow_of_pfander:0 "In the Shadow of Pfander"
MBZ_lake_constance_navy:0 "The Lake Constance Navy"
GOS_ideas:0 "Goslar Ideas"
GOS_mining_traditions:0 "Goslar Mining Traditions"
GOS_kaiserpfalz:0 "Kaiserpfalz"
GOS_city_rights:0 "Goslar City Rights"
GOS_hanseatic_league:0 "Capitalizing on the Hanseatic League"
GOS_hunting_robber_barons:0 "Hunting Down the Robber Barons"
GOS_resisting_welfs:0 "Resisting the Welfs"
GOS_the_leagues:0 "Joining the Leagues"
ROT_ideas:0 "Rothenburg Ideas"
ROT_zarfat_registry:0 "Zarfat Registry"
ROT_beautiful_city:0 "The Beautiful City"
ROT_end_of_the_line:0 "The End of the Line"
ROT_hinterland_knights:0 "The Knights of the Hinterland"
ROT_drink_of_war:0 "The Drink of War"
ROT_holy_blood:0 "The Holy Blood"
ROT_klingentorturm:0 "Klingentorturm"
ANH_ideas:0 "Anhalt Ideas"
ANH_mittelgebirge:0 "Mittelgebirge"
ANH_branches:0 "The Branches of Anhalt"
ANH_incorporating_the_bishopric:0 "Incorporation of the Bishopric"
ANH_castle:0 "Anhalt Castle"
ANH_garden_kingdom:0 "Dessau Garden Kingdom"
ANH_schultheiss:0 "The Duke and the Schultheiss"
ANH_confessor:0 "The Confessor"
AUS_ideas:0 "Australian Ideas"
AUS_outback_stations:0 "Outback Stations"
AUS_land_down_under:0 "The Land Down Under"
AUS_eureka_rebellion:0 "The Eureka Rebellion"
AUS_sandpaper_and_cheating:0 "The Diggers"
AUS_royal_navy:0 "Royal Australian Navy"
AUS_bushrangers:0 "Integration of the Bushrangers"
AUS_waltzing_matilda:0 "Waltzing Matilda"
swabian_ideas:0 "Swabian City-State Ideas"
swabian_mercenaries:0 "Swabian Mercenaries"
swabian_river_iller:0 "By the River Iller"
swabian_bavarian_resistance:0 "Bavarian Resistance"
swabian_decapole:0 "Decapole"
swabian_reclaiming_the_duchy:0 "Reclaiming the Duchy"
swabian_thorn_of_the_empire:0 "The Thorn of the Empire"
swabian_habsburg_league:0 "The Habsburg League"
LAU_ideas:0 "Saxe-Lauenburg Ideas"
LAU_partition_of_saxony:0 "The Partition of Saxony"
LAU_diarchy:0 "Diarchic Duchy"
LAU_niedersachsen:0 "Niedersachsen"
LAU_claiming_electorate:0 "Claiming the Electorate"
LAU_church_of_hadeln:0 "The Church Order of Hadeln"
LAU_centralisation:0 "Lauenburg Centralization"
LAU_salty_salty_salty:0 "Old Salt Route"
BRG_ideas:0 "Berg Ideas"
BRG_heirs_of_lotharingia:0 "The Heirs of Lotharingia"
BRG_julich_berg:0 "Duchy of Julich-Berg"
BRG_united_duchies:0 "The United Duchies"
BRG_seat_of_the_electorate:0 "The Seat of the Electorate"
BRG_rhineland_market:0 "The Rhineland Market"
BRG_art_gallery:0 "Dusseldorf Art Gallery"
BRG_happy_clergy:0 "Respecting the Autonomy of the Clergy"
TNT_ideas:0 "Trent Ideas"
TNT_prince_bishop:0 "Prince-Bishop"
TNT_republican_slaughter:0 "Slaughter of the Republicans"
TNT_south_tyrol_identity:0 "South Tyrol Identity"
TNT_italy_and_the_empire:0 "Italy and the Empire"
TNT_trent_brixen_confederacy:0 "Trent-Brixen Confederacy"
TNT_mountain_warfare:0 "Mountain Warfare"
TNT_trent_religious_unity:0 "Trent Religious Unity"
HRZ_ideas:0 "Herzegovinian Ideas"
HRZ_eparchy:0 "Eparchy"
HRZ_saint_sava:0 "Saint Sava"
HRZ_stjepan_rebellion:0 "Stjepan's Rebellion"
HRZ_ottoman_accommodation:0 "Accommodation with the Ottoman Turks"
HRZ_herceg:0 "Herceg"
HRZ_shifting_allegiances:0 "Shifting Allegiances"
ALA:0 "Alaska"
CSC:0 "Cascadia"
NZL:0 "Zealandia"
NZL_ideas:0 "Kiwi Ideas"
NZL_maori_seats:0 "Maori Seats"
NZL_otago_gold:0 "The Otago Gold Rush"
NZL_piopiotahi:0 "Piopiotahi"
NZL_haka:0 "The Kiwi Haka"
NZL_company:0 "The New Zealand Company"
NZL_rejecting_australia:0 "Rejecting the Australia Constitution"
NZL_pokarekare_ana:0 "Pokarekare Ana"
ALA_ideas:0 "Alaskan Ideas"
ALA_endurance:0 "Aleutian Endurance"
ALA_hard_push_east:0 "The Hard Push East"
ALA_secretary_icebox:0 "The Secretary's Icebox"
ALA_bear_hunting:0 "Bear Hunting"
ALA_diversity:0 "Alaskan Religious Diversity"
ALA_navy:0 "Alaskan Navy"
ALA_beauty:0 "The Beauty of Alaska"
CSC_ideas:0 "Cascadian Ideas"
CSC_melting_pot:0 "Cascadian Melting Pot"
CSC_chinook_jargon:0 "Chinook Jargon"
CSC_forts_of_hudson_bay:0 "The Forts of Hudson Bay"
CSC_settling_boundaries:0 "Settling the Boundaries"
CSC_nookta_sound:0 "Nookta Sound Trading"
CSC_oregon_trail:0 "The Oregon Trail"
ICE_ideas:0 "Icelandic Ideas"
ICE_althingi:0 "The Althingi"
ICE_hrafna_floki:0 "Legacy of Hrafna-Floki"
ICE_christian_identity:0 "Christian Identity"
ICE_merchant_navy:0 "Armed Merchants"
ICE_fire_and_ice:0 "The Men of Fire and Ice"
ICE_natural_builders:0 "Resilient Craftsmen"
ICE_nationalism:0 "Icelandic National Identity"
SNA:0 "Sonora"
WSI:0 "West Indies"
VRM:0 "Vermont"
WSI_Plantation_Economy:0 "Plantation Economy"
WSI_Blue_Mountain_Coffee:0 "Blue Mountain Coffee"
WSI_Sugar_Revolution:0 "The Sugar Revolution"
WSI_American_Trade_Hub:0 "The American Trade Hub"
WSI_Miskoto_Zambos:0 "Miskito-Zambos"
WSI_Interconnected_Relations:0 "Interconnected Relations"
WSI_Colonial_Legacy:0 "Colonial Legacy"
SNA_mercenary_republic:0 "Republic of Mercenaries"
SNA_sale_of_script:0 "The Sale of Sonoran Script"
SNA_cowboy_country:0 "Cowboy Country"
SNA_take_what_is_yours:0 "Taking What’s Ours"
SNA_uniting_the_outlaws:0 "Uniting the Outlaws"
SNA_taking_the_fight_south:0 "Taking the Fight South"
SNA_Good_Use_Of_Gold:0 "Gold, Gold, Gold!"
VRM_American_Frontier:0 "American Frontier"
VRM_Cheese_wheels:0 "Cheese Wheels"
VRM_Liberty_is_Life:0 "Live Free or Die"
VRM_What_we_do_best:0 "What We Do Best"
VRM_home_of_the_revolution:0 "Home of the American Revolution"
VRM_tea_party:0 "The Boston Tea Party"
VRM_vermont_constitution:0 "The Vermont Constitution"
WSI_ideas:0 "West Indies Ideas"
SNA_ideas:0 "Sonoran Ideas"
VRM_ideas:0 "Vermont Ideas"
brahmins_hindu_loyalty_modifier:1 "[Country.GetBrahminsName] Loyalty Equilibrium"
brahmins_muslim_loyalty_modifier:1 "[Country.GetBrahminsName] Loyalty Equilibrium"
church_loyalty_modifier:1 "[Country.GetClergyName] Loyalty Equilibrium"
maratha_loyalty_modifier:1 "[Country.GetMarathasName] Loyalty Equilibrium"
nobles_loyalty_modifier:1 "[Country.GetNobilityName] Loyalty Equilibrium"
nobles_influence_modifier:0 "[Country.GetNobilityName] Influence"
burghers_loyalty_modifier:1 "[Country.GetBurghersName] Loyalty Equilibrium"
burghers_influence_modifier:0 "[Country.GetBurghersName] Influence"
rajput_loyalty_modifier:1 "[Country.GetRajputsName] Loyalty Equilibrium"
cossacks_privilege_slots:0 "[Country.GetCossacksName] Max Privileges"
dhimmi_loyalty_modifier:1 "[Country.GetDhimmiName] Loyalty Equilibrium"
nomadic_tribes_loyalty_modifier:1 "[Country.GetTribesName] Loyalty Equilibrium"
vaisyas_loyalty_modifier:1 "[Country.GetVaishyasName] Loyalty Equilibrium"
jains_loyalty_modifier:1 "[Country.GetJainsName] Loyalty Equilibrium"
GNV:0 "Geneva"
TTL:0 "Three Leagues"
OPL:0 "Opole"
GLG:0 "Glogow"
LOT:0 "Lotharingia"
BLG:0 "Bologna"
BRG:0 "Berg"
CLI:0 "Cilli"
HRZ:0 "Herzegovina"
SZO:0 "Saluzzo"
VRN:0 "Verona"
MBZ:0 "Bregenz"
ROT:0 "Rothenburg"
BYT:0 "Bayreuth"
GOS:0 "Goslar"
SOR:0 "Lusatia"
FKN:0 "Franconia"
SWA:0 "Swabia"
TNT:0 "Trent"
BAM:0 "Bamberg"
CLB:0 "Calenberg"
PGA:0 "Perugia"
age_of_discovery:0 "Age of Discovery"
age_of_reformation:0 "Age of Reformation"
age_of_absolutism:0 "Age of Absolutism"
age_of_revolutions:0 "Age of Revolutions"
native_assimilation:0 "Assimilated Natives"
devotion:0 "Devotion"
meritocracy:0 "Meritocracy"
port:0 "Port"
republican_tradition:0 "Republican Tradition"
army_tradition:0 "Army Tradition"
navy_tradition:0 "Navy Tradition"
daimyo:0 "Daimyo"
shogunate:0 "Shogunate"
indep_daimyo:0 "Independent Daimyo"
EFR:0 "East Frisia"
religious_unity:0 "Religious Unity"
ADM:0 "Administrative"
DIP:0 "Diplomatic"
MIL:0 "Military"
central_algonquian:0 "Central Algonquian"
eastern_algonquian:0 "Eastern Algonquian"
iroquoian:0 "Iroquoian"
siouan:0 "Siouan"
muskogean:0 "Muskogean"
sonoran:0 "Sonoran"
andean:0 "Andean"
chiwere:0 "Chiwere"
osage:0 "Osage"
shoshone:0 "Shoshone"
caddo:0 "Caddo"
nahuatl:0 "Nahuatl"
mesoamerican_religion:0 "Mayan"
pr_captains_influence:0 "The Captains Influence"
manufacturing_center:0 "Manufacturing Center of an Empire"
native:1 "Native Tribe"
siberian_tribe:0 "Siberian Native Council"
papal_influence:0 "Papal Influence"
renaissance:0 "Renaissance"
manufactories:0 "Manufactories"
nw_native_ideas:0 "North Western Native Ideas"
raid_warfare_nw:0 "Raid Warfare"
brother_salmon:0 "Brother Salmon"
potlatch:0 "Potlatch"
mother_and_father:0 "Mother and Father"
totem_poles_nw:0 "Totem Poles"
canoe_people:0 "Canoe People"
division_as_a_strength_nw:0 "Division as a Strength"
plains_native_ideas:0 "Plains Native Ideas"
bison_hunters:0 "Bison Hunters"
bow_archery:0 "Bow Archery"
dwellers_of_tipis:0 "Dwellers of Tipis"
peaceful_people:0 "Peaceful People"
sun_dance:0 "Sun Dance"
plains_sign_language:0 "Plains Sign Language"
horse_riders:0 "Horse Riders"
california_native_ideas:0 "California Native Ideas"
division_as_a_strength_cf:0 "Division as a Strength"
basketweaving:0 "Basketweaving"
tribelets:0 "Tribelets"
forest_gardening:0 "Forest Gardening"
kuksu_cult:0 "Kuksu Cult"
rock_art:0 "Rock Art"
medicine_men:1 "Ceremonial People"
ne_native_ideas:0 "Northeastern Woodlands Ideas"
ne_turtle_clan:0 "Turtle Clan"
ne_deer_clan:0 "Deer Clan"
ne_bear_clan:0 "Bear Clan"
ne_wolf_clan:0 "Wolf Clan"
ne_marten_clan:0 "Marten Clan"
ne_eagle_clan:0 "Eagle Clan"
ne_crane_clan:0 "Crane Clan"
se_native_ideas:0 "Southeastern Woodlands Ideas"
se_mississippian_legacy:0 "Mississippian Legacy"
se_matrilineal_lineage:0 "Matrilineal Lineage"
se_refined_ceramics:0 "Refined Ceramics"
se_cultivation_of_the_earth:0 "Cultivation of the Earth"
se_mound_builders:0 "Mound Builders"
se_exogamous_marriages:0 "Exogamous Marriages"
se_stomp_dancers:0 "Stomp Dancers"
sw_native_ideas:1 "American Southwest Ideas"
sw_the_old_tales:0 "The Old Tales"
sw_four_clans:0 "Four Clans"
sw_raiding_nomads:0 "Raiding Nomads"
sw_prosperous_sedentarism:0 "Prosperous Sedentarism"
sw_the_grand_canyon:0 "The Grand Canyon"
sw_into_the_desert:0 "Into the Desert"
sw_far_west:0 "Far West"
TIW:0 "Tiwi"
LAR:0 "Larrakia"
GMI:0 "Kamilaroi"
EOR:0 "Eora"
KAU:0 "Kaurna"
PLW:0 "Palawa"
aboriginal_australian:0 "Aboriginal"
TIW_ideas:0 "Tiwi Ideas"
TIW_yiminga:0 "Yiminga"
TIW_dreaming_totem:0 "The Dreaming Totem"
TIW_kulama:0 "Kulama"
TIW_purrukapali:0 "Purrukapali"
TIW_marriage:0 "Tiwi Marriage Traditions"
TIW_isolationism:0 "Tiwi Isolationism"
TIW_one_people:0 "One People"
generic_aboriginal_ideas:0 "Aboriginal Ideas"
aborig_art:0 "Aboriginal Art"
aborig_walkabout:0 "Walkabout"
aborig_outback:0 "People of the Outback"
aborig_sacred:0 "The Sacred Lands"
aborig_dreamtime:0 "Dreamtime"
aborig_music:0 "Musical Tradition"
aborig_fire_stick_farming:0 "Fire-stick Farming"
EOR_ideas:0 "Eora Ideas"
EOR_lifestyle:0 "Eora Lifestyle"
EOR_bands:0 "Twenty-Nine Bands"
EOR_enduring:0 "Enduring Culture"
EOR_protect:0 "Protect the Ancestral Land"
EOR_sacred:0 "The Sacred Shore"
EOR_pemulwuy:0 "Pemulwuy"
EOR_berewaldal:0 "Berewaldal"
KAU_ideas:0 "Kaurna Ideas"
KAU_totemic_matriarchy:0 "Totemic Matriarchy"
KAU_pangkarra:0 "The Pangkarra System"
KAU_coastal_pangkarra:0 "Coastal Pangkarra"
KAU_redgum_shelters:0 "Redgum Shelters"
KAU_communal_ownership:0 "Communal Ownership"
KAU_old_tjilbruke:0 "Old Tjilbruke"
KAU_south_australia_act:0 "South Australia Act"
PLW_ideas:0 "Palawa Ideas"
PLW_oyster:0 "Oyster Bay"
PLW_dual_identity:0 "Dual-Identity"
PLW_darwin:0 "Darwin Glass"
PLW_parlevar:0 "Parlevar"
PLW_writers:0 "First Aboriginal Writers"
PLW_survivors:0 "Survivors of the Black War"
PLW_enduring:0 "Enduring People"
LAR_ideas:0 "Larrakia Ideas"
LAR_makassar_trade:0 "The Makassarian Trade"
LAR_federation:0 "The Larrakia Federation"
LAR_dreaming:0 "Larrakia Dreaming"
LAR_dowed:0 "Dowed"
LAR_ceremonial_scarring:0 "Ceremonial Scarring"
LAR_hospitality:0 "Larrakia Hospitality"
LAR_kenbi_land_claim:0 "The Kenbi Land Claim"
GMI_ideas:0 "Kamilaroi Ideas"
GMI_sacred_caves:0 "The Sacred Caves"
GMI_land_of_languages:0 "Land of Languages"
GMI_fertile_soils:0 "Fertile Soils of Kamilaroi"
GMI_dhulu:0 "Dhulu"
GMI_matrilineal_lineage:0 "Matrilineal Lineage"
GMI_familial_law:0 "Familial Law"
GMI_red_kangaroo:0 "Red Kangaroo"
indigenous_ideas:0 "Indigenous Ideas"
indigenous_bountiful_land:0 "Bountiful Land"
indigenous_irregular_warfare:0 "Irregular Warfare"
indigenous_constitution:0 "The Great Law"
indigenous_braves:0 "Braves"
indigenous_controlled_burns:0 "Controlled Burns"
indigenous_trade_with_foreigners:0 "Trade with Foreigners"
indigenous_treaties:0 "Treaties Kept"
HAW:0 "Hawai'i"
MAU:0 "Maui"
OAH:0 "O'ahu"
KAA:0 "Kaua'i"
UHW:0 "Hawai'i"
TOG:0 "Tonga"
SAM:0 "Samoa"
VIL:0 "Viti Levu"
VNL:0 "Vanua Levu"
LAI:0 "Lau"
VIT:0 "Viti"
maori:0 "Maori"
maori_ideas:0 "Iwi Ideas"
sons_of_kupe:0 "Sons of Kupe"
kaitiakitanga:0 "Kaitiakitanga"
kaumatua:0 "Kaumatua"
kapa_haka:0 "Kapa Haka"
pa_defence:0 "Pa Defense"
te_moko:0 "Te Moko"
maori_king:0 "The Maori King Movement"
fijian_ideas:0 "Fijian Ideas"
fijian_crossroad:0 "Crossroad of Cultures"
fijian_degel:0 "Lutunasobasoba and Degel"
fijian_conjoined:0 "Conjoined Society"
fijian_waqa:0 "Waqa Drua"
fijian_warlords:0 "Fijian Warlords"
fijian_kai:0 "Kai Colo"
fijian_confederacy:0 "Confederacy of Kingdoms"
hawaiian_ideas:0 "Hawaiian Ideas"
kapu_system:0 "Preserving the Kapu System"
alii_nui:0 "Repurposing the Ali'i Nui"
hula_idea:0 "Hula"
ohana:0 "Ohana"
kanawai_mamalahoe:0 "Kanawai Mamalahoe"
naha_prophecy:0 "Naha Prophecy"
legendary_voyagers:0 "Legendary Voyagers"
tongan_ideas:0 "Tongan Ideas"
tonga_tangaloa:0 "The Tangaloa Mythos"
tonga_pulotu:0 "Pulotu's Creation"
tonga_maui:0 "The Islands of Maui"
tonga_polynesian:0 "True Claimants to Polynesia"
tonga_tongatapu:0 "The Bells of Tongatapu"
tonga_craftsman:0 "Ancient Tongan Craftsmanship"
tonga_oceanic_empire:0 "The Oceanic Empire"
samoan_ideas:0 "Samoan Ideas"
samoa_musical:0 "Samoan Musical Culture"
samoa_faa:0 "Fa'a Samoa"
samoa_mauluulu:0 "Maulu'ulu"
samoa_foreign:0 "Acceptance of the Foreign Missionaries"
samoa_tatau:0 "Tatau"
samoa_faavae:0 "Fa'avae I Le Atua Samoa"
samoa_trade:0 "Polynesian Triangle Trade"
iroquoian_federation_ideas:0 "Iroquoian Federation Ideas"
iro_great_law_of_peace:0 "Great Law of Peace"
iro_tree_of_peace:0 "Tree of Peace"
iro_great_white_roots:0 "Great White Roots"
